SYMBOL,DATE1,LAST_PRICE
ORTINLAB,26-Oct-2023,18.00
OSIAHYPER,26-Oct-2023,52.35
OSWALAGRO,26-Oct-2023,31.55
OSWALGREEN,26-Oct-2023,24.95
OSWALSEEDS,26-Oct-2023,62.15
PAGEIND,26-Oct-2023,37189.95
PAISALO,26-Oct-2023,75.50
PAKKA,26-Oct-2023,254.00
PALASHSECU,26-Oct-2023,102.50
PALREDTEC,26-Oct-2023,145.00
PANACEABIO,26-Oct-2023,150.00
PANAMAPET,26-Oct-2023,311.05
PAR,26-Oct-2023,202.40
PARADEEP,26-Oct-2023,59.00
PARAGMILK,26-Oct-2023,202.95
PARAS,26-Oct-2023,676.75
PASUPTAC,26-Oct-2023,38.95
PATELENG,26-Oct-2023,44.50
PAVNAIND,26-Oct-2023,392.25
PAYTM,26-Oct-2023,875.40
PCBL,26-Oct-2023,188.50
PCJEWELLER,26-Oct-2023,29.55
PDMJEPAPER,26-Oct-2023,46.40
PDSL,26-Oct-2023,615.00
PEARLPOLY,26-Oct-2023,26.95
PEL,26-Oct-2023,951.55
PENIND,26-Oct-2023,99.00
PENINLAND,26-Oct-2023,40.05
PERSISTENT,26-Oct-2023,5875.60
PETRONET,26-Oct-2023,218.90
PFC,26-Oct-2023,231.00
PFIZER,26-Oct-2023,3932.40
PFOCUS,26-Oct-2023,85.30
PFS,26-Oct-2023,26.15
PGEL,26-Oct-2023,1877.40
PGHH,26-Oct-2023,16859.00
PGHL,26-Oct-2023,5003.00
PHARMABEES,26-Oct-2023,14.97
PHOENIXLTD,26-Oct-2023,1756.95
PIDILITIND,26-Oct-2023,2298.00
PIIND,26-Oct-2023,3295.00
PILANIINVS,26-Oct-2023,2260.00
PILITA,26-Oct-2023,8.70
PITTIENG,26-Oct-2023,669.05
PIXTRANS,26-Oct-2023,1139.80
PLASTIBLEN,26-Oct-2023,259.85
PNB,26-Oct-2023,70.10
PNBGILTS,26-Oct-2023,84.25
PNBHOUSING,26-Oct-2023,717.00
PNC,26-Oct-2023,37.10
PNCINFRA,26-Oct-2023,330.00
POCL,26-Oct-2023,440.50
PODDARHOUS,26-Oct-2023,131.00
PODDARMENT,26-Oct-2023,356.50
POKARNA,26-Oct-2023,487.00
POLICYBZR,26-Oct-2023,670.60
POLYCAB,26-Oct-2023,4876.00
POLYMED,26-Oct-2023,1357.00
POLYPLEX,26-Oct-2023,1036.00
PONNIERODE,26-Oct-2023,390.25
POONAWALLA,26-Oct-2023,353.45
POWERGRID,26-Oct-2023,199.80
POWERINDIA,26-Oct-2023,4156.20
POWERMECH,26-Oct-2023,3620.00
PPAP,26-Oct-2023,233.30
PPL,26-Oct-2023,355.00
PPLPHARMA,26-Oct-2023,89.90
PRAJIND,26-Oct-2023,521.85
PRECAM,26-Oct-2023,255.00
PRECOT,26-Oct-2023,201.00
PRECWIRE,26-Oct-2023,113.20
PREMIERPOL,26-Oct-2023,181.25
PRESTIGE,26-Oct-2023,789.00
PRICOLLTD,26-Oct-2023,330.30
PRIMESECU,26-Oct-2023,143.00
PRINCEPIPE,26-Oct-2023,637.50
PRITI,26-Oct-2023,164.60
PRIVISCL,26-Oct-2023,1199.00
PROZONER,26-Oct-2023,32.00
PRSMJOHNSN,26-Oct-2023,134.45
PRUDENT,26-Oct-2023,1274.50
PSB,26-Oct-2023,38.40
PSPPROJECT,26-Oct-2023,715.00
PSUBANKICI,26-Oct-2023,47.60
PSUBNKBEES,26-Oct-2023,52.70
PTC,26-Oct-2023,133.00
PTCIL,26-Oct-2023,4947.00
PTL,26-Oct-2023,40.70
PUNJABCHEM,26-Oct-2023,1084.00
PURVA,26-Oct-2023,141.85
PVRINOX,26-Oct-2023,1580.00
PYRAMID,26-Oct-2023,213.00
QGOLDHALF,26-Oct-2023,51.57
QNIFTY,26-Oct-2023,2019.00
QUESS,26-Oct-2023,410.05
QUICKHEAL,26-Oct-2023,300.10
RACE,26-Oct-2023,233.30
RADHIKAJWE,26-Oct-2023,42.00
RADIANTCMS,26-Oct-2023,91.85
RADICO,26-Oct-2023,1225.00
RADIOCITY,26-Oct-2023,13.95
RAILTEL,26-Oct-2023,217.95
RAIN,26-Oct-2023,149.70
RAINBOW,26-Oct-2023,1130.00
RAJESHEXPO,26-Oct-2023,443.00
RAJRATAN,26-Oct-2023,739.60
RAJTV,26-Oct-2023,51.15
RALLIS,26-Oct-2023,217.25
RAMANEWS,26-Oct-2023,13.50
RAMAPHO,26-Oct-2023,221.75
RAMASTEEL,26-Oct-2023,32.45
RAMCOCEM,26-Oct-2023,970.10
RAMCOIND,26-Oct-2023,215.00
RAMCOSYS,26-Oct-2023,257.00
RAMKY,26-Oct-2023,589.00
RAMRAT,26-Oct-2023,240.70
RANASUG,26-Oct-2023,23.85
RANEHOLDIN,26-Oct-2023,1155.00
RATEGAIN,26-Oct-2023,600.00
RATNAMANI,26-Oct-2023,2662.00
RATNAVEER,26-Oct-2023,117.90
RAYMOND,26-Oct-2023,1669.40
RBA,26-Oct-2023,112.65
RBL,26-Oct-2023,762.65
RBLBANK,26-Oct-2023,216.05
RCF,26-Oct-2023,121.25
RECLTD,26-Oct-2023,267.45
REDINGTON,26-Oct-2023,141.80
REDTAPE,26-Oct-2023,505.10
REFEX,26-Oct-2023,596.40
RELAXO,26-Oct-2023,871.00
RELCHEMQ,26-Oct-2023,223.00
RELIANCE,26-Oct-2023,2223.00
RELIGARE,26-Oct-2023,228.55
RENUKA,26-Oct-2023,48.30
REPCOHOME,26-Oct-2023,380.65
REPL,26-Oct-2023,193.00
REPRO,26-Oct-2023,715.60
RESPONIND,26-Oct-2023,299.45
RGL,26-Oct-2023,114.90
RHIM,26-Oct-2023,677.70
RHL,26-Oct-2023,102.10
RICOAUTO,26-Oct-2023,85.50
RIIL,26-Oct-2023,1017.95
RISHABH,26-Oct-2023,459.00
RITES,26-Oct-2023,459.00
RKEC,26-Oct-2023,72.50
RKFORGE,26-Oct-2023,604.10
RML,26-Oct-2023,822.50
ROHLTD,26-Oct-2023,303.20
ROLEXRINGS,26-Oct-2023,2128.05
ROML,26-Oct-2023,46.20
ROSSARI,26-Oct-2023,765.00
ROSSELLIND,26-Oct-2023,441.95
ROTO,26-Oct-2023,360.00
ROUTE,26-Oct-2023,1553.60
RPGLIFE,26-Oct-2023,1348.00
RPOWER,26-Oct-2023,16.50
RPPL,26-Oct-2023,201.00
RPSGVENT,26-Oct-2023,520.00
RRKABEL,26-Oct-2023,1335.20
RSWM,26-Oct-2023,176.50
RSYSTEMS,26-Oct-2023,479.85
RTNINDIA,26-Oct-2023,50.95
RTNPOWER,26-Oct-2023,7.05
RUBYMILLS,26-Oct-2023,209.90
RUCHIRA,26-Oct-2023,132.05
RUPA,26-Oct-2023,239.90
RUSHIL,26-Oct-2023,338.90
RUSTOMJEE,26-Oct-2023,535.00
RVNL,26-Oct-2023,151.35
SADHNANIQ,26-Oct-2023,88.70
SAFARI,26-Oct-2023,3959.00
SAGARDEEP,26-Oct-2023,22.90
SAGCEM,26-Oct-2023,239.00
SAH,26-Oct-2023,86.50
SAHYADRI,26-Oct-2023,400.00
SAIL,26-Oct-2023,83.25
SAKAR,26-Oct-2023,332.00
SAKHTISUG,26-Oct-2023,28.65
SAKSOFT,26-Oct-2023,333.00
SALASAR,26-Oct-2023,46.50
SALONA,26-Oct-2023,282.15
SALZERELEC,26-Oct-2023,385.00
SAMHI,26-Oct-2023,149.60
SANDESH,26-Oct-2023,1005.55
SANDHAR,26-Oct-2023,355.55
SANDUMA,26-Oct-2023,1517.75
SANGAMIND,26-Oct-2023,295.00
SANGHVIMOV,26-Oct-2023,671.95
SANGINITA,26-Oct-2023,23.50
SANOFI,26-Oct-2023,7334.00
SANSERA,26-Oct-2023,880.00
SAPPHIRE,26-Oct-2023,1374.00
SARDAEN,26-Oct-2023,203.00
SAREGAMA,26-Oct-2023,332.00
SARLAPOLY,26-Oct-2023,46.30
SASKEN,26-Oct-2023,1183.95
SASTASUNDR,26-Oct-2023,311.40
SATIA,26-Oct-2023,124.55
SATIN,26-Oct-2023,218.75
SATINDLTD,26-Oct-2023,86.80
SBC,26-Oct-2023,27.10
SBCL,26-Oct-2023,514.00
SBFC,26-Oct-2023,82.10
SBGLP,26-Oct-2023,342.00
SBICARD,26-Oct-2023,773.00
SBIETFCON,26-Oct-2023,84.00
SBIETFIT,26-Oct-2023,319.45
SBIETFPB,26-Oct-2023,222.17
SBIETFQLTY,26-Oct-2023,168.57
SBILIFE,26-Oct-2023,1307.00
SBIN,26-Oct-2023,547.00
SCHAEFFLER,26-Oct-2023,2985.00
SCHAND,26-Oct-2023,251.90
SCHNEIDER,26-Oct-2023,311.40
SCI,26-Oct-2023,134.75
SCPL,26-Oct-2023,406.15
SDBL,26-Oct-2023,316.00
SDL24BEES,26-Oct-2023,116.64
SDL26BEES,26-Oct-2023,115.45
SEAMECLTD,26-Oct-2023,685.00
SECMARK,26-Oct-2023,81.80
SECURCRED,26-Oct-2023,17.85
SECURKLOUD,26-Oct-2023,35.65
SELAN,26-Oct-2023,415.25
SENCO,26-Oct-2023,618.80
SENSEXETF,26-Oct-2023,62.27
SEPC,26-Oct-2023,17.50
SEQUENT,26-Oct-2023,99.50
SESHAPAPER,26-Oct-2023,340.00
SETF10GILT,26-Oct-2023,216.63
SETFGOLD,26-Oct-2023,53.16
SETFNIF50,26-Oct-2023,197.60
SETFNIFBK,26-Oct-2023,429.62
SETFNN50,26-Oct-2023,453.40
SFL,26-Oct-2023,1088.00
SHAH,26-Oct-2023,2.70
SHAILY,26-Oct-2023,1800.00
SHAKTIPUMP,26-Oct-2023,1052.00
SHALBY,26-Oct-2023,239.85
SHALPAINTS,26-Oct-2023,178.00
SHANKARA,26-Oct-2023,695.00
SHANTI,26-Oct-2023,17.95
SHANTIGEAR,26-Oct-2023,466.00
SHARDACROP,26-Oct-2023,399.10
SHARDAMOTR,26-Oct-2023,884.05
SHAREINDIA,26-Oct-2023,1504.95
SHARIABEES,26-Oct-2023,423.81
SHEMAROO,26-Oct-2023,142.00
SHILPAMED,26-Oct-2023,328.35
SHIVALIK,26-Oct-2023,697.60
SHIVAMILLS,26-Oct-2023,78.30
SHIVATEX,26-Oct-2023,123.05
SHK,26-Oct-2023,138.45
SHOPERSTOP,26-Oct-2023,648.00
SHRADHA,26-Oct-2023,44.05
SHREDIGCEM,26-Oct-2023,86.70
SHREECEM,26-Oct-2023,25375.85
SHREEPUSHK,26-Oct-2023,187.00
SHRENIK,26-Oct-2023,1.00
SHREYAS,26-Oct-2023,307.15
SHRIRAMFIN,26-Oct-2023,1799.85
SHRIRAMPPS,26-Oct-2023,87.00
SHYAMCENT,26-Oct-2023,19.10
SHYAMMETL,26-Oct-2023,435.55
SHYAMTEL,26-Oct-2023,7.55
SIEMENS,26-Oct-2023,3407.00
SIGACHI,26-Oct-2023,38.40
SIGMA,26-Oct-2023,495.00
SIGNATURE,26-Oct-2023,528.00
SIKKO,26-Oct-2023,62.80
SILINV,26-Oct-2023,315.15
SILLYMONKS,26-Oct-2023,15.50
SILVER,26-Oct-2023,73.10
SILVERBEES,26-Oct-2023,70.55
SILVERETF,26-Oct-2023,71.75
SILVERTUC,26-Oct-2023,538.00
SILVRETF,26-Oct-2023,71.60
SIMBHALS,26-Oct-2023,28.30
SINTERCOM,26-Oct-2023,127.00
SIRCA,26-Oct-2023,366.00
SIS,26-Oct-2023,410.00
SIYSIL,26-Oct-2023,523.45
SJS,26-Oct-2023,671.30
SJVN,26-Oct-2023,67.75
SKFINDIA,26-Oct-2023,4996.00
SKIPPER,26-Oct-2023,215.65
SKMEGGPROD,26-Oct-2023,407.85
SKYGOLD,26-Oct-2023,712.40
SMARTLINK,26-Oct-2023,165.75
SMCGLOBAL,26-Oct-2023,83.00
SMLISUZU,26-Oct-2023,1225.00
SMLT,26-Oct-2023,223.00
SMSLIFE,26-Oct-2023,505.00
SMSPHARMA,26-Oct-2023,116.10
SNOWMAN,26-Oct-2023,48.05
SOBHA,26-Oct-2023,698.20
SOLARA,26-Oct-2023,301.00
SOLARINDS,26-Oct-2023,5261.10
SOMANYCERA,26-Oct-2023,659.10
SOMICONVEY,26-Oct-2023,85.70
SONACOMS,26-Oct-2023,549.00
SONATSOFTW,26-Oct-2023,1132.05
SOTL,26-Oct-2023,372.90
SOUTHBANK,26-Oct-2023,24.00
SOUTHWEST,26-Oct-2023,173.75
SPAL,26-Oct-2023,553.80
SPANDANA,26-Oct-2023,826.00
SPARC,26-Oct-2023,219.20
SPCENET,26-Oct-2023,25.50
SPECIALITY,26-Oct-2023,181.60
SPENCERS,26-Oct-2023,64.65
SPIC,26-Oct-2023,67.90
SPLIL,26-Oct-2023,64.50
SPLPETRO,26-Oct-2023,555.00
SPORTKING,26-Oct-2023,753.50
SREEL,26-Oct-2023,249.50
SRF,26-Oct-2023,2104.80
SRGHFL,26-Oct-2023,244.00
SRHHYPOLTD,26-Oct-2023,548.30
SSWL,26-Oct-2023,272.50
STAR,26-Oct-2023,477.20
STARCEMENT,26-Oct-2023,154.00
STARHEALTH,26-Oct-2023,582.90
STARPAPER,26-Oct-2023,209.10
STCINDIA,26-Oct-2023,110.95
STEELCAS,26-Oct-2023,651.25
STEELCITY,26-Oct-2023,64.00
STEELXIND,26-Oct-2023,8.70
STERTOOLS,26-Oct-2023,345.50
STLTECH,26-Oct-2023,150.10
STOVEKRAFT,26-Oct-2023,515.10
STYLAMIND,26-Oct-2023,1639.70
STYRENIX,26-Oct-2023,1388.00
SUBEXLTD,26-Oct-2023,29.30
SUBROS,26-Oct-2023,366.20
SUDARSCHEM,26-Oct-2023,463.00
SUKHJITS,26-Oct-2023,415.95
SULA,26-Oct-2023,459.00
SUMICHEM,26-Oct-2023,379.00
SUMIT,26-Oct-2023,30.75
SUMMITSEC,26-Oct-2023,1000.00
SUNDARMFIN,26-Oct-2023,3190.90
SUNDARMHLD,26-Oct-2023,121.00
SUNDRMFAST,26-Oct-2023,1255.00
SUNFLAG,26-Oct-2023,166.40
SUNPHARMA,26-Oct-2023,1106.00
SUNTECK,26-Oct-2023,396.50
SUNTV,26-Oct-2023,622.40
SUPERHOUSE,26-Oct-2023,218.00
SUPRAJIT,26-Oct-2023,360.25
SUPREMEIND,26-Oct-2023,4188.10
SUPRIYA,26-Oct-2023,248.10
SURANAT&P,26-Oct-2023,10.20
SURYALAXMI,26-Oct-2023,59.60
SURYAROSNI,26-Oct-2023,545.95
SURYODAY,26-Oct-2023,153.00
SUTLEJTEX,26-Oct-2023,50.80
SUVEN,26-Oct-2023,62.50
SUVENPHAR,26-Oct-2023,565.80
SWANENERGY,26-Oct-2023,330.00
SWARAJENG,26-Oct-2023,2000.00
SWELECTES,26-Oct-2023,598.05
SYMPHONY,26-Oct-2023,836.00
SYNCOMF,26-Oct-2023,8.25
SYNGENE,26-Oct-2023,687.00
SYRMA,26-Oct-2023,579.90
TAINWALCHM,26-Oct-2023,121.90
TAJGVK,26-Oct-2023,221.00
TALBROAUTO,26-Oct-2023,1053.00
TANLA,26-Oct-2023,972.00
TARC,26-Oct-2023,92.75
TARMAT,26-Oct-2023,78.30
TARSONS,26-Oct-2023,449.10
TASTYBITE,26-Oct-2023,15921.00
TATACHEM,26-Oct-2023,942.00
TATACOFFEE,26-Oct-2023,255.35
TATACOMM,26-Oct-2023,1564.00
TATACONSUM,26-Oct-2023,878.00
TATAELXSI,26-Oct-2023,7467.00
TATAINVEST,26-Oct-2023,3039.80
TATAMETALI,26-Oct-2023,907.00
TATAMOTORS,26-Oct-2023,625.55
TATAMTRDVR,26-Oct-2023,412.85
TATAPOWER,26-Oct-2023,235.00
TATASTEEL,26-Oct-2023,120.05
TATASTLLP,26-Oct-2023,785.20
TATVA,26-Oct-2023,1444.95
TBZ,26-Oct-2023,117.40
TCI,26-Oct-2023,788.00
TCIEXP,26-Oct-2023,1335.00
TCNSBRANDS,26-Oct-2023,352.05
TCPLPACK,26-Oct-2023,1960.15
TCS,26-Oct-2023,3331.80
TDPOWERSYS,26-Oct-2023,236.00
TEAMLEASE,26-Oct-2023,2445.00
TECH,26-Oct-2023,31.15
TECHM,26-Oct-2023,1119.95
TECHNOE,26-Oct-2023,504.25
TEGA,26-Oct-2023,866.00
TEJASNET,26-Oct-2023,855.05
TEMBO,26-Oct-2023,239.75
TERASOFT,26-Oct-2023,42.80
TEXINFRA,26-Oct-2023,79.00
TEXRAIL,26-Oct-2023,121.15
TFCILTD,26-Oct-2023,95.40
TFL,26-Oct-2023,8.70
TGBHOTELS,26-Oct-2023,11.25
THANGAMAYL,26-Oct-2023,1342.00
THEINVEST,26-Oct-2023,82.60
THEJO,26-Oct-2023,1805.00
THEMISMED,26-Oct-2023,151.50
THERMAX,26-Oct-2023,2883.00
THYROCARE,26-Oct-2023,525.00
TI,26-Oct-2023,197.00
TIDEWATER,26-Oct-2023,1138.85
TIIL,26-Oct-2023,2113.00
TIINDIA,26-Oct-2023,2925.15
TIJARIA,26-Oct-2023,6.85
TIMESGTY,26-Oct-2023,75.00
TIMETECHNO,26-Oct-2023,150.40
TIMKEN,26-Oct-2023,2960.00
TINPLATE,26-Oct-2023,377.10
TIPSINDLTD,26-Oct-2023,339.75
TIRUMALCHM,26-Oct-2023,198.55
TITAGARH,26-Oct-2023,745.00
TITAN,26-Oct-2023,3106.00
TMB,26-Oct-2023,558.00
TNIDETF,26-Oct-2023,63.62
TNPETRO,26-Oct-2023,88.50
TNPL,26-Oct-2023,283.00
TOKYOPLAST,26-Oct-2023,94.80
TORNTPHARM,26-Oct-2023,1902.00
TORNTPOWER,26-Oct-2023,728.60
TOTAL,26-Oct-2023,114.50
TOUCHWOOD,26-Oct-2023,188.90
TPLPLASTEH,26-Oct-2023,45.85
TRACXN,26-Oct-2023,68.90
TREEHOUSE,26-Oct-2023,18.15
TREL,26-Oct-2023,40.30
TRENT,26-Oct-2023,2035.00
TRF,26-Oct-2023,229.00
TRIDENT,26-Oct-2023,33.70
TRIGYN,26-Oct-2023,112.60
TRIL,26-Oct-2023,158.00
TRITURBINE,26-Oct-2023,316.00
TRIVENI,26-Oct-2023,363.00
TRU,26-Oct-2023,71.20
TTKHLTCARE,26-Oct-2023,1214.00
TTKPRESTIG,26-Oct-2023,780.00
TTL,26-Oct-2023,90.80
TTML,26-Oct-2023,85.45
TV18BRDCST,26-Oct-2023,40.30
TVSELECT,26-Oct-2023,345.60
TVSHLTD,26-Oct-2023,5270.00
TVSMOTOR,26-Oct-2023,1578.00
TVSSCS,26-Oct-2023,209.95
TVSSRICHAK,26-Oct-2023,3800.35
TVTODAY,26-Oct-2023,214.00
UBL,26-Oct-2023,1571.75
UCOBANK,26-Oct-2023,36.40
UDS,26-Oct-2023,260.05
UFLEX,26-Oct-2023,422.15
UGARSUGAR,26-Oct-2023,94.60
UGROCAP,26-Oct-2023,297.80
UJAAS,26-Oct-2023,2.15
UJJIVAN,26-Oct-2023,523.45
UJJIVANSFB,26-Oct-2023,53.10
ULTRACEMCO,26-Oct-2023,8205.00
UMAEXPORTS,26-Oct-2023,47.60
UMANGDAIRY,26-Oct-2023,68.05
UNICHEMLAB,26-Oct-2023,435.65
UNIDT,26-Oct-2023,200.00
UNIENTER,26-Oct-2023,157.40
UNIONBANK,26-Oct-2023,95.40
UNIPARTS,26-Oct-2023,548.00
UNITEDPOLY,26-Oct-2023,92.00
UNITEDTEA,26-Oct-2023,306.45
UNIVASTU,26-Oct-2023,127.05
UNIVCABLES,26-Oct-2023,486.30
UNIVPHOTO,26-Oct-2023,422.65
UNOMINDA,26-Oct-2023,574.05
UPL,26-Oct-2023,560.50
URAVI,26-Oct-2023,285.10
URJA,26-Oct-2023,9.20
USHAMART,26-Oct-2023,281.70
USK,26-Oct-2023,36.10
UTIAMC,26-Oct-2023,743.35
UTIBANKETF,26-Oct-2023,43.10
UTINEXT50,26-Oct-2023,46.50
UTINIFTETF,26-Oct-2023,202.78
UTISENSETF,26-Oct-2023,681.00
UTISXN50,26-Oct-2023,56.98
UTKARSHBNK,26-Oct-2023,49.65
UTTAMSUGAR,26-Oct-2023,445.00
VADILALIND,26-Oct-2023,2483.15
VAIBHAVGBL,26-Oct-2023,393.00
VAISHALI,26-Oct-2023,136.00
VAKRANGEE,26-Oct-2023,17.65
VALIANTLAB,26-Oct-2023,187.30
VALIANTORG,26-Oct-2023,441.35
VARDHACRLC,26-Oct-2023,52.75
VARROC,26-Oct-2023,444.00
VASCONEQ,26-Oct-2023,74.15
VBL,26-Oct-2023,876.00
VCL,26-Oct-2023,1.70
VEDL,26-Oct-2023,212.50
VENKEYS,26-Oct-2023,1905.85
VENUSPIPES,26-Oct-2023,1285.00
VENUSREM,26-Oct-2023,240.00
VERANDA,26-Oct-2023,183.00
VERTOZ,26-Oct-2023,308.60
VESUVIUS,26-Oct-2023,3349.00
VETO,26-Oct-2023,110.50
VGUARD,26-Oct-2023,299.90
VHL,26-Oct-2023,2776.00
VIDHIING,26-Oct-2023,403.00
VIJAYA,26-Oct-2023,541.90
VIKASLIFE,26-Oct-2023,4.45
VIMTALABS,26-Oct-2023,505.00
VINATIORGA,26-Oct-2023,1750.00
VINDHYATEL,26-Oct-2023,2210.00
VINEETLAB,26-Oct-2023,51.25
VINYLINDIA,26-Oct-2023,407.40
VIPCLOTHNG,26-Oct-2023,47.00
VIPIND,26-Oct-2023,614.00
VIPULLTD,26-Oct-2023,15.80
VISAKAIND,26-Oct-2023,84.30
VISHAL,26-Oct-2023,19.30
VISHNU,26-Oct-2023,315.80
VISHWARAJ,26-Oct-2023,16.55
VIVIDHA,26-Oct-2023,0.90
VLEGOV,26-Oct-2023,29.40
VLSFINANCE,26-Oct-2023,190.10
VMART,26-Oct-2023,1762.00
VOLTAMP,26-Oct-2023,4705.00
VOLTAS,26-Oct-2023,833.95
VPRPL,26-Oct-2023,193.70
VRLLOG,26-Oct-2023,681.35
VSSL,26-Oct-2023,206.00
VSTIND,26-Oct-2023,3180.05
VSTTILLERS,26-Oct-2023,3504.00
VTL,26-Oct-2023,349.05
WABAG,26-Oct-2023,458.00
WEALTH,26-Oct-2023,399.00
WEBELSOLAR,26-Oct-2023,163.10
WEIZMANIND,26-Oct-2023,107.15
WELCORP,26-Oct-2023,401.60
WELENT,26-Oct-2023,255.95
WELINV,26-Oct-2023,636.00
WELSPUNIND,26-Oct-2023,131.75
WENDT,26-Oct-2023,12940.05
WESTLIFE,26-Oct-2023,873.95
WHEELS,26-Oct-2023,696.00
WHIRLPOOL,26-Oct-2023,1635.00
WILLAMAGOR,26-Oct-2023,24.00
WINDLAS,26-Oct-2023,325.00
WINSOME,26-Oct-2023,5.85
WIPRO,26-Oct-2023,378.90
WOCKPHARMA,26-Oct-2023,220.20
WONDERLA,26-Oct-2023,826.00
WORTH,26-Oct-2023,104.65
WSTCSTPAPR,26-Oct-2023,710.65
XCHANGING,26-Oct-2023,86.50
XELPMOC,26-Oct-2023,76.40
XPROINDIA,26-Oct-2023,1015.00
YASHO,26-Oct-2023,1715.00
YATHARTH,26-Oct-2023,362.00
YATRA,26-Oct-2023,126.70
YESBANK,26-Oct-2023,15.85
YUKEN,26-Oct-2023,680.00
ZAGGLE,26-Oct-2023,207.70
ZEEL,26-Oct-2023,238.50
ZEEMEDIA,26-Oct-2023,13.25
ZENITHEXPO,26-Oct-2023,105.80
ZENSARTECH,26-Oct-2023,483.00
ZFCVINDIA,26-Oct-2023,15550.00
ZIMLAB,26-Oct-2023,111.50
ZODIAC,26-Oct-2023,154.85
ZODIACLOTH,26-Oct-2023,132.90
ZOMATO,26-Oct-2023,106.35
ZOTA,26-Oct-2023,414.70
ZUARI,26-Oct-2023,142.15
ZUARIIND,26-Oct-2023,140.85
ZYDUSLIFE,26-Oct-2023,574.00
ZYDUSWELL,26-Oct-2023,1522.00
